Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
1988,11,17,4,1258,1300,1355,1407,UA,787,,57,67,,-12,-2,ABQ,DEN,349,,,0,,0,,,,,
1988,5,31,2,702,700,800,744,US,581,,58,44,,16,2,ORF,PHL,211,,,0,,0,,,,,
1988,5,8,7,1817,1817,1909,1918,DL,1618,,52,61,,-9,0,SLC,BOI,291,,,0,,0,,,,,
1988,10,22,6,1248,1245,1551,1557,UA,232,,123,132,,-6,3,DEN,ORD,888,,,0,,0,,,,,
1988,2,7,7,1221,1215,1351,1330,HP,843,,90,75,,21,6,LAS,OAK,407,,,0,,0,,,,,
1988,5,24,2,1723,1723,1815,1809,AA,2097,,52,46,,6,0,MKE,ORD,67,,,0,,0,,,,,
1988,2,17,3,1208,1210,1301,1300,PI,709,,53,50,,1,-2,MCO,MIA,193,,,0,,0,,,,,
1988,9,18,7,1401,1405,1457,1503,US,331,,56,58,,-6,-4,ROC,EWR,246,,,0,,0,,,,,
1988,10,6,4,854,855,951,955,US,446,,57,60,,-4,-1,BUF,EWR,282,,,0,,0,,,,,
1988,10,12,3,1725,1725,1908,1920,NW,39,,103,115,,-12,0,JFK,DTW,508,,,0,,0,,,,,
1988,11,15,2,930,930,1021,1030,HP,473,,51,60,,-9,0,LAS,BUR,223,,,0,,0,,,,,
1988,10,24,1,1435,1435,1558,1558,US,2601,,83,83,,0,0,SNA,SMF,404,,,0,,0,,,,,
1988,8,13,6,940,940,1008,1003,EA,615,,88,83,,5,0,ATL,MSY,425,,,0,,0,,,,,
1988,1,8,5,2045,2045,2147,2150,HP,429,,62,65,,-3,0,PHX,ELP,347,,,0,,0,,,,,
1988,1,26,2,1426,1425,1526,1521,AA,825,,60,56,,5,1,SHV,DFW,190,,,0,,0,,,,,
1988,5,27,5,1506,1510,1843,1853,AA,915,,217,223,,-10,-4,EWR,SJU,1608,,,0,,0,,,,,
1988,2,9,2,1056,1056,1154,1154,EA,1624,,58,58,,0,0,ATL,CHS,259,,,0,,0,,,,,
1988,5,29,7,1455,1450,1546,1548,US,1488,,51,58,,-2,5,SJC,BUR,296,,,0,,0,,,,,
1988,11,3,4,1011,955,1157,1151,US,55,,226,236,,6,16,PIT,ABQ,1486,,,0,,0,,,,,
1988,7,10,7,1555,1525,1946,1919,AA,996,,171,174,,27,30,SLC,ORD,1249,,,0,,0,,,,,
1988,4,5,2,2056,2043,2220,2213,PI,90,,84,90,,7,13,BWI,DTW,408,,,0,,0,,,,,
1988,10,12,3,1852,1820,1956,1932,US,2754,,64,72,,24,32,SFO,BUR,326,,,0,,0,,,,,
1988,7,30,6,2216,2216,2326,2335,DL,323,,70,79,,-9,0,ATL,MCO,403,,,0,,0,,,,,
1988,4,13,3,1405,1410,1520,1530,PI,948,,75,80,,-10,-5,EWR,ROA,389,,,0,,0,,,,,
1988,7,8,5,1213,1210,1449,1454,AA,123,,216,224,,-5,3,BOS,DFW,1562,,,0,,0,,,,,
1988,9,1,4,1725,1703,1859,1847,AA,1409,,94,104,,12,22,BDL,RDU,532,,,0,,0,,,,,
1988,1,4,1,1544,1520,1743,1705,TW,249,,179,165,,38,24,LGA,STL,887,,,0,,0,,,,,
1988,8,7,7,1630,1630,1721,1725,WN,41,,51,55,,-4,0,DAL,HOU,239,,,0,,0,,,,,
1988,9,17,6,1230,1230,1533,1526,CO,380,,123,116,,7,0,ORD,EWR,719,,,0,,0,,,,,
1988,8,29,1,940,932,1030,1029,AA,552,,50,57,,1,8,DFW,TUL,237,,,0,,0,,,,,
1988,4,20,3,741,735,1020,1024,DL,1668,,99,109,,-4,6,SAN,SLC,626,,,0,,0,,,,,
1988,12,13,2,2358,2359,606,602,US,292,,248,243,,4,-1,PHX,PHL,2075,,,0,,0,,,,,
1988,4,11,1,1800,1800,1855,1855,WN,49,,55,55,,0,0,DAL,HOU,239,,,0,,0,,,,,
1988,12,9,5,715,715,746,740,NW,575,,31,25,,6,0,LAN,AZO,62,,,0,,0,,,,,
1988,7,31,7,2244,2230,2349,2335,HP,758,,185,185,,14,14,MSP,LAS,1300,,,0,,0,,,,,
1988,10,10,1,1929,1925,2035,2028,AA,1435,,66,63,,7,4,RDU,CAE,188,,,0,,0,,,,,
1988,5,31,2,1343,1344,1507,1512,AA,146,,144,148,,-5,-1,SAV,DFW,925,,,0,,0,,,,,
1988,7,16,6,1427,1430,1851,1738,UA,486,,204,128,,73,-3,ONT,DEN,819,,,0,,0,,,,,
1988,8,30,2,908,900,1007,1000,WN,761,,59,60,,7,8,STL,MDW,251,,,0,,0,,,,,
1988,8,31,3,630,630,829,827,EA,592,,59,57,,2,0,PNS,ATL,272,,,0,,0,,,,,
1988,5,16,1,2026,2026,2125,2130,DL,992,,59,64,,-5,0,DFW,LIT,304,,,0,,0,,,,,
1988,3,8,2,2235,2235,2352,2355,WN,431,,77,80,,-3,0,TUL,HOU,453,,,0,,0,,,,,
1988,9,22,4,700,700,722,730,CO,3000,,22,30,,-8,0,HOU,IAH,24,,,0,,0,,,,,
1988,5,18,3,1531,1530,21,2349,AA,22,,350,319,,32,1,LAX,JFK,2475,,,0,,0,,,,,
1988,3,26,6,1701,1545,1808,1701,PA (1),416,,67,76,,67,76,LAX,SFO,337,,,0,,0,,,,,
1988,5,2,1,928,930,1006,1012,PI,815,,38,42,,-6,-2,ROA,CLT,155,,,0,,0,,,,,
1988,11,9,3,2039,2032,2127,2125,DL,202,,48,53,,2,7,ATL,SAV,215,,,0,,0,,,,,
1988,3,27,7,1911,1915,2029,2036,UA,1488,,78,81,,-7,-4,LAX,SMF,373,,,0,,0,,,,,
1988,8,28,7,1306,1245,1432,1414,US,1874,,86,89,,18,21,SFO,SAN,447,,,0,,0,,,,,
1988,7,10,7,1134,1120,1300,1251,AA,439,,146,151,,9,14,ORD,COS,911,,,0,,0,,,,,
1988,10,20,4,710,700,834,812,CO,523,,84,72,,22,10,DCA,CLE,310,,,0,,0,,,,,
1988,4,24,7,835,835,1008,1014,DL,1141,,153,159,,-6,0,DFW,SLC,988,,,0,,0,,,,,
1988,3,10,4,645,645,812,831,EA,362,,87,106,,-19,0,FLL,ATL,581,,,0,,0,,,,,
1988,10,18,2,832,826,1207,1209,AA,478,,155,163,,-2,6,DFW,PIT,1068,,,0,,0,,,,,
1988,3,15,2,2009,2009,2118,2125,DL,625,,69,76,,-7,0,CVG,ATL,373,,,0,,0,,,,,
1988,9,17,6,1628,1620,1837,1804,DL,441,,189,164,,33,8,DTW,DFW,987,,,0,,0,,,,,
1988,4,29,5,1033,1035,1157,1202,UA,1004,,84,87,,-5,-2,SMF,PDX,479,,,0,,0,,,,,
1988,10,7,5,1430,1430,1618,1555,DL,158,,108,85,,23,0,MCO,ATL,403,,,0,,0,,,,,
1988,2,12,5,2327,2206,21,2255,DL,670,,54,49,,86,81,BOS,BGR,201,,,0,,0,,,,,
1988,3,1,2,1419,1420,1543,1555,US,557,,84,95,,-12,-1,LGA,CLE,418,,,0,,0,,,,,
1988,9,13,2,1718,1720,1858,1850,NW,795,,160,150,,8,-2,EWR,MEM,946,,,0,,0,,,,,
1988,12,7,3,628,630,954,943,UA,352,,146,133,,11,-2,LAX,DEN,862,,,0,,0,,,,,
1988,3,2,3,1545,1459,1739,1704,EA,625,,114,125,,35,46,BUF,ATL,712,,,0,,0,,,,,
1988,7,11,1,1900,1900,2005,2005,HP,1266,,65,65,,0,0,SNA,PHX,338,,,0,,0,,,,,
1988,9,9,5,1600,1600,1710,1712,NW,138,,70,72,,-2,0,MSP,ORD,334,,,0,,0,,,,,
1988,1,25,1,1830,1830,1831,1825,HP,513,,61,55,,6,0,PHX,LAS,256,,,0,,0,,,,,
1988,12,9,5,1507,1507,1542,1545,DL,1693,,95,98,,-3,0,SLC,SMF,532,,,0,,0,,,,,
1988,6,27,1,2200,2200,2319,2315,AA,2056,,79,75,,4,0,SFO,LAX,337,,,0,,0,,,,,
1988,4,13,3,1745,1745,1900,1915,CO,1293,,135,150,,-15,0,DEN,BUR,850,,,0,,0,,,,,
1988,6,26,7,1600,1600,1638,1636,NW,1417,,38,36,,2,0,EAU,MSP,85,,,0,,0,,,,,
1988,11,19,6,1530,1530,1630,1637,AA,1111,,60,67,,-7,0,SJC,LAX,308,,,0,,0,,,,,
1988,2,25,4,1836,1838,1815,1819,AA,177,,39,41,,-4,-2,CHA,BNA,112,,,0,,0,,,,,
1988,7,14,4,1820,1730,2211,2029,EA,26,,231,179,,102,50,MIA,LGA,1097,,,0,,0,,,,,
1988,11,1,2,1453,1455,1558,1541,US,288,,65,46,,17,-2,DAY,PIT,215,,,0,,0,,,,,
1988,11,18,5,804,800,912,915,AA,522,,68,75,,-3,4,SFO,LAX,337,,,0,,0,,,,,
1988,12,25,7,2042,2040,2144,2139,US,260,,62,59,,5,2,PHL,MHT,290,,,0,,0,,,,,
1988,5,26,4,630,630,726,715,DL,68,,56,45,,11,0,MIA,MCO,193,,,0,,0,,,,,
1988,4,13,3,1328,1328,1346,1350,DL,664,,78,82,,-4,0,ATL,IND,432,,,0,,0,,,,,
1988,4,24,7,733,737,826,837,PI,912,,53,60,,-11,-4,SYR,LGA,198,,,0,,0,,,,,
1988,11,29,2,1948,1948,2323,2330,DL,1436,,155,162,,-7,0,SLC,STL,1156,,,0,,0,,,,,
1988,9,15,4,1730,1730,1846,1859,CO,363,,76,89,,-13,0,BOS,EWR,200,,,0,,0,,,,,
1988,1,28,4,700,700,908,915,WN,640,,188,195,,-7,0,STL,PHX,1262,,,0,,0,,,,,
1988,10,14,5,904,904,1001,959,PI,1851,,57,55,,2,0,BWI,ROA,221,,,0,,0,,,,,
1988,1,25,1,1945,1934,2040,2043,PI,96,,55,69,,-3,11,CLT,DCA,331,,,0,,0,,,,,
1988,7,30,6,940,940,1008,1003,EA,615,,88,83,,5,0,ATL,MSY,425,,,0,,0,,,,,
1988,11,18,5,1600,1600,1625,1625,CO,3008,,25,25,,0,0,HOU,IAH,24,,,0,,0,,,,,
1988,3,30,3,825,825,1105,1102,NW,258,,100,97,,3,0,MCI,DTW,629,,,0,,0,,,,,
1988,1,30,6,958,945,1243,1227,TW,590,,105,102,,16,13,STL,RDU,667,,,0,,0,,,,,
1988,6,24,5,2149,2147,2333,2339,AA,583,,224,232,,-6,2,DFW,PDX,1616,,,0,,0,,,,,
1988,9,12,1,1235,1235,1409,1413,DL,301,,94,98,,-4,0,BHM,DFW,597,,,0,,0,,,,,
1988,10,21,5,1500,1447,1644,1645,EA,396,,44,58,,-1,13,BHM,ATL,134,,,0,,0,,,,,
1988,10,7,5,805,800,922,855,US,39,,77,55,,27,5,BWI,PIT,210,,,0,,0,,,,,
1988,10,13,4,1648,1645,1746,1736,AA,558,,58,51,,10,3,TVL,SJC,149,,,0,,0,,,,,
1988,9,5,1,2111,2112,2211,2218,AA,358,,60,66,,-7,-1,LBB,DFW,282,,,0,,0,,,,,
1988,7,8,5,1717,1712,1825,1812,PI,883,,68,60,,13,5,SYR,ISP,222,,,0,,0,,,,,
1988,10,14,5,1459,1500,1608,1614,UA,77,,129,134,,-6,-1,LGA,ORD,733,,,0,,0,,,,,
1988,12,5,1,1856,1856,1910,1925,DL,858,,74,89,,-15,0,ATL,BTR,449,,,0,,0,,,,,
1988,2,22,1,1734,1733,1753,1758,AA,455,,79,85,,-5,1,CLE,ORD,316,,,0,,0,,,,,
1988,4,25,1,1415,1415,1521,1530,AA,438,,66,75,,-9,0,RDU,PHL,336,,,0,,0,,,,,
1988,7,18,1,755,755,818,818,NW,111,,83,83,,0,0,GRR,MSP,408,,,0,,0,,,,,
1988,5,6,5,700,700,822,820,WN,220,,82,80,,2,0,MSY,DAL,437,,,0,,0,,,,,
1988,12,13,2,1417,1419,1440,1448,UA,862,,23,29,,-8,-2,PIA,MLI,69,,,0,,0,,,,,
1988,7,9,6,1505,1505,1650,1708,CO,795,,105,123,,-18,0,EWR,DTW,487,,,0,,0,,,,,
1988,1,10,7,1355,1341,1556,1515,DL,708,,121,94,,41,14,ATL,CLE,554,,,0,,0,,,,,
1988,8,12,5,802,805,855,857,NW,1430,,53,52,,-2,-3,MSP,CWA,175,,,0,,0,,,,,
1988,8,1,1,1225,1225,1307,1300,PA (1),285,,42,35,,7,0,SAN,LAX,109,,,0,,0,,,,,
1988,12,19,1,2045,2049,2055,2104,PI,1911,,70,75,,-9,-4,CLT,BHM,351,,,0,,0,,,,,
1988,4,11,1,1522,1515,1816,1734,DL,279,,114,79,,42,7,IND,ATL,432,,,0,,0,,,,,
1988,8,17,3,1736,1655,1837,1809,AA,455,,121,134,,28,41,ALB,ORD,723,,,0,,0,,,,,
1988,3,4,5,,1935,,2142,NW,391,,,127,,,,BOS,DTW,632,,,1,,0,,,,,
1988,3,23,3,1550,1535,1637,1625,DL,1033,,47,50,,12,15,PNS,BTR,236,,,0,,0,,,,,
1988,6,6,1,1730,1730,1834,1845,PI,742,,64,75,,-11,0,TLH,CLT,386,,,0,,0,,,,,
1988,8,18,4,2023,1850,2222,2107,UA,839,,239,257,,75,93,ORD,SMF,1781,,,0,,0,,,,,
1988,2,29,1,650,650,749,744,DL,773,,59,54,,5,0,IAH,DFW,224,,,0,,0,,,,,
1988,7,26,2,1618,1615,1757,1753,DL,342,,99,98,,4,3,TOL,ATL,549,,,0,,0,,,,,
1988,3,7,1,1130,1130,1240,1248,CO,696,,70,78,,-8,0,EWR,BUF,282,,,0,,0,,,,,
1988,1,17,7,,830,,1054,CO,652,,,144,,,,MCO,EWR,938,,,1,,0,,,,,
1988,9,22,4,1601,1555,1715,1708,US,2888,,74,73,,7,6,BUR,SFO,326,,,0,,0,,,,,
1988,6,26,7,820,820,1315,1239,CO,898,,235,199,,36,0,SAT,EWR,1569,,,0,,0,,,,,
1988,8,17,3,851,850,946,953,US,252,,55,63,,-7,1,ROC,LGA,254,,,0,,0,,,,,
1988,7,21,4,2245,2203,2358,2256,PI,838,,73,53,,62,42,CLT,HTS,235,,,0,,0,,,,,
1988,6,30,4,1906,1843,2153,2131,DL,177,,107,108,,22,23,ORD,ATL,606,,,0,,0,,,,,
1988,2,18,4,1840,1840,2037,2031,EA,763,,117,111,,6,0,DTW,ATL,594,,,0,,0,,,,,
1988,6,27,1,906,905,1110,1119,UA,31,,304,314,,-9,1,SFO,KOA,2367,,,0,,0,,,,,
1988,9,17,6,1430,1430,1521,1530,PA (1),256,,51,60,,-9,0,DCA,LGA,214,,,0,,0,,,,,
1988,11,30,3,904,900,1002,1000,AA,531,,58,60,,2,4,RDU,GSP,205,,,0,,0,,,,,
1988,3,25,5,907,907,1003,957,PI,961,,56,50,,6,0,BWI,RIC,121,,,0,,0,,,,,
1988,9,5,1,1800,1755,2006,2009,NW,138,,66,74,,-3,5,ORD,DTW,235,,,0,,0,,,,,
1988,10,1,6,921,921,1120,1111,DL,427,,179,170,,9,0,RDU,DFW,1062,,,0,,0,,,,,
1988,7,5,2,1018,1014,1205,1205,DL,51,,287,291,,0,4,ATL,PDX,2172,,,0,,0,,,,,
1988,3,22,2,1007,1000,1138,1131,UA,225,,151,151,,7,7,ORD,DEN,888,,,0,,0,,,,,
1988,5,23,1,1230,1230,1336,1341,AA,1056,,66,71,,-5,0,SJC,LAX,308,,,0,,0,,,,,
1988,3,3,4,2014,2000,2122,2106,US,525,,68,66,,16,14,PIT,GRR,319,,,0,,0,,,,,
1988,10,11,2,2342,2342,105,59,DL,294,,83,77,,6,0,ATL,CMH,446,,,0,,0,,,,,
1988,1,7,4,,1130,,1321,EA,830,,,111,,,,MIA,ATL,595,,,1,,0,,,,,
1988,1,18,1,1255,1250,1339,1336,DL,864,,44,46,,3,5,BOS,BGR,201,,,0,,0,,,,,
1988,12,17,6,1209,1155,1437,1429,PI,1640,,148,154,,8,14,MIA,BWI,946,,,0,,0,,,,,
1988,6,22,3,1845,1845,2110,2121,DL,323,,145,156,,-11,0,BOS,ATL,946,,,0,,0,,,,,
1988,3,31,4,727,715,847,831,US,555,,80,76,,16,12,ISP,PIT,375,,,0,,0,,,,,
1988,12,17,6,1110,1110,1227,1233,US,2673,,77,83,,-6,0,SAN,SJC,417,,,0,,0,,,,,
1988,4,7,4,704,700,841,824,PI,140,,97,84,,17,4,TPA,CLT,508,,,0,,0,,,,,
1988,2,15,1,1738,1735,1843,1842,PI,105,,65,67,,1,3,LGA,RIC,292,,,0,,0,,,,,
1988,4,4,1,1520,1520,1656,1640,DL,508,,96,80,,16,0,ATL,MLB,443,,,0,,0,,,,,
1988,5,14,6,1915,1915,2049,2056,DL,1054,,34,41,,-7,0,MGM,ATL,147,,,0,,0,,,,,
1988,4,12,2,658,700,751,805,AA,169,,113,125,,-14,-2,RDU,ORD,647,,,0,,0,,,,,
1988,8,16,2,2137,2130,2125,2130,WN,540,,48,60,,-5,7,DTW,MDW,229,,,0,,0,,,,,
1988,11,29,2,631,630,744,800,AA,239,,133,150,,-16,1,LGA,ORD,733,,,0,,0,,,,,
1988,10,19,3,1408,1410,1519,1520,NW,856,,71,70,,-1,-2,MCI,MEM,392,,,0,,0,,,,,
1988,2,2,2,626,625,741,744,PS,1680,,75,79,,-3,1,SFO,SNA,372,,,0,,0,,,,,
1988,7,8,5,857,855,1016,1017,US,1700,,79,82,,-1,2,SFO,SNA,372,,,0,,0,,,,,
1988,8,26,5,1800,1800,1855,1855,HP,78,,55,55,,0,0,LAX,LAS,236,,,0,,0,,,,,
1988,7,10,7,2000,2000,2044,2044,NW,1081,,44,44,,0,0,MEM,LIT,129,,,0,,0,,,,,
1988,3,24,4,1836,1830,1940,1945,CO,1242,,64,75,,-5,6,LAX,SJC,308,,,0,,0,,,,,
1988,5,4,3,1729,1729,1947,1947,AA,126,,78,78,,0,0,ORD,CLE,316,,,0,,0,,,,,
1988,10,28,5,955,930,1239,1210,AA,570,,224,220,,29,25,EWR,DFW,1372,,,0,,0,,,,,
1988,6,8,3,835,835,1134,1138,US,237,,119,123,,-4,0,IND,TPA,838,,,0,,0,,,,,
1988,7,31,7,1747,1745,1858,1924,AA,643,,71,99,,-26,2,SNA,SFO,372,,,0,,0,,,,,
1988,6,7,2,1153,1150,1340,1357,AA,527,,167,187,,-17,3,MIA,DFW,1121,,,0,,0,,,,,
1988,1,16,6,1745,1750,1905,1902,DL,1825,,80,72,,3,-5,GTF,SLC,463,,,0,,0,,,,,
1988,8,30,2,1010,1010,1214,1230,CO,329,,184,200,,-16,0,DCA,IAH,1208,,,0,,0,,,,,
1988,8,15,1,1500,1500,1622,1559,PA (1),583,,82,59,,23,0,BOS,JFK,187,,,0,,0,,,,,
1988,11,9,3,707,700,828,820,US,235,,81,80,,8,7,CLE,PHL,363,,,0,,0,,,,,
1988,2,4,4,1933,1842,2315,2231,EA,326,,162,169,,44,51,MCI,BOS,1256,,,0,,0,,,,,
1988,5,21,6,1246,1248,1359,1400,AA,232,,73,72,,-1,-2,ICT,DFW,328,,,0,,0,,,,,
1988,11,23,3,1910,1850,2155,2156,CO,238,,165,186,,-1,20,FLL,BDL,1173,,,0,,0,,,,,
1988,11,4,5,1709,1710,1818,1819,US,2566,,69,69,,-1,-1,SMF,BUR,358,,,0,,0,,,,,
1988,4,24,7,1819,1817,2122,2045,AA,219,,243,208,,37,2,EWR,DFW,1372,,,0,,0,,,,,
1988,12,3,6,1758,1800,2057,2122,UA,19,,359,382,,-25,-2,EWR,SFO,2565,,,0,,0,,,,,
1988,12,30,5,1145,1145,1341,1325,EA,517,,116,100,,16,0,ORF,ATL,516,,,0,,0,,,,,
1988,1,22,5,1340,1342,1506,1515,AA,533,,86,93,,-9,-2,MCI,DFW,460,,,0,,0,,,,,
1988,10,14,5,1441,1439,1724,1710,TW,782,,163,151,,14,2,MCO,JFK,944,,,0,,0,,,,,
1988,3,19,6,2229,2215,39,18,US,122,,130,123,,21,14,MCO,PIT,834,,,0,,0,,,,,
1988,1,4,1,1140,1125,1238,1224,US,403,,58,59,,14,15,GRR,PIT,319,,,0,,0,,,,,
1988,2,11,4,1140,1140,1322,1323,EA,644,,42,43,,-1,0,HSV,ATL,151,,,0,,0,,,,,
1988,8,11,4,1724,1724,1950,1940,AA,1224,,86,76,,10,0,ORD,SDF,286,,,0,,0,,,,,
1988,9,20,2,957,955,1139,1125,US,83,,162,150,,14,2,PIT,MSY,918,,,0,,0,,,,,
1988,11,9,3,906,900,1017,1011,AA,1003,,71,71,,6,6,ORD,RST,268,,,0,,0,,,,,
1988,1,15,5,650,645,848,850,WN,850,,58,65,,-2,5,ONT,PHX,325,,,0,,0,,,,,
1988,7,28,4,1858,1810,2001,1918,US,279,,63,68,,43,48,PHL,BOS,280,,,0,,0,,,,,
1988,11,16,3,1408,1400,1856,1858,DL,90,,168,178,,-2,8,LAX,DFW,1235,,,0,,0,,,,,
1988,2,1,1,1230,1230,1328,1325,WN,736,,118,115,,3,0,ELP,LAX,714,,,0,,0,,,,,
1988,6,30,4,2052,2037,2215,2205,DL,1182,,83,88,,10,15,ATL,ORF,516,,,0,,0,,,,,
1988,3,8,2,1503,1503,1702,1704,EA,540,,59,61,,-2,0,MOB,ATL,302,,,0,,0,,,,,
1988,1,17,7,1953,1954,2130,2130,TW,77,,157,156,,0,-1,EWR,STL,872,,,0,,0,,,,,
1988,3,16,3,1000,955,1226,1225,TW,648,,86,90,,1,5,STL,DTW,440,,,0,,0,,,,,
1988,4,3,7,1724,1725,1803,1810,PI,809,,39,45,,-7,-1,JAX,TPA,180,,,0,,0,,,,,
1988,11,5,6,1630,1630,1755,1759,NW,1071,,85,89,,-4,0,MDW,MSP,349,,,0,,0,,,,,
1988,4,13,3,1759,1759,1856,1857,DL,1061,,57,58,,-1,0,DFW,MLU,293,,,0,,0,,,,,
1988,4,8,5,905,900,920,914,DL,1197,,75,74,,6,5,CVG,ORD,264,,,0,,0,,,,,
1988,10,8,6,805,805,948,949,AA,1053,,103,104,,-1,0,SJC,PDX,569,,,0,,0,,,,,
1988,7,5,2,1613,1615,1728,1744,UA,635,,135,149,,-16,-2,BDL,ORD,783,,,0,,0,,,,,
1988,4,28,4,1528,1530,1608,1615,TW,668,,40,45,,-7,-2,STL,PIA,137,,,0,,0,,,,,
1988,11,16,3,1520,1503,1720,1701,EA,562,,60,58,,19,17,PNS,ATL,272,,,0,,0,,,,,
1988,3,27,7,1428,1430,1531,1546,UA,285,,123,136,,-15,-2,EWR,ORD,719,,,0,,0,,,,,
1988,7,23,6,1840,1840,1935,1953,CO,802,,55,73,,-18,0,EWR,ORH,161,,,0,,0,,,,,
1988,9,20,2,1140,1140,1426,1419,DL,518,,166,159,,7,0,MCO,BOS,1121,,,0,,0,,,,,
1988,7,23,6,1533,1535,1606,1626,CO,484,,33,51,,-20,-2,GTF,BIL,177,,,0,,0,,,,,
1988,9,29,4,1125,1125,1151,1152,DL,215,,26,27,,-1,0,MIA,FLL,21,,,0,,0,,,,,
1988,6,18,6,1650,1655,2035,2035,NW,274,,165,160,,0,-5,HOU,DTW,1093,,,0,,0,,,,,
1988,10,7,5,959,1000,1100,1102,UA,1560,,61,62,,-2,-1,IAD,LGA,229,,,0,,0,,,,,
1988,12,1,4,1323,1325,1602,1619,CO,284,,99,114,,-17,-2,DEN,DFW,641,,,0,,0,,,,,
1988,9,19,1,1304,1304,1605,1609,DL,182,,121,125,,-4,0,DFW,ATL,732,,,0,,0,,,,,
1988,8,31,3,2144,2145,2243,2247,US,371,,59,62,,-4,-1,EWR,BUF,282,,,0,,0,,,,,
1988,12,2,5,1816,1746,1927,1905,DL,1040,,71,79,,22,30,CVG,DCA,411,,,0,,0,,,,,
1988,9,29,4,1210,1205,1327,1337,NW,195,,197,212,,-10,5,MSP,SAN,1532,,,0,,0,,,,,
1988,9,26,1,1910,1910,2210,2218,UA,994,,120,128,,-8,0,DEN,MDW,895,,,0,,0,,,,,
1988,11,6,7,1210,1210,1349,1349,UA,1007,,99,99,,0,0,SEA,SMF,605,,,0,,0,,,,,
1988,12,15,4,1400,1400,1525,1505,NW,772,,85,65,,20,0,BTR,MEM,319,,,0,,0,,,,,
1988,8,27,6,1711,1714,1830,1845,UA,645,,139,151,,-15,-3,DEN,OAK,957,,,0,,0,,,,,
1988,1,6,3,627,630,659,703,UA,715,,32,33,,-4,-3,SUX,LNK,109,,,0,,0,,,,,
1988,9,25,7,1720,1720,1815,1810,NW,953,,55,50,,5,0,DTW,CMH,155,,,0,,0,,,,,
1988,8,1,1,830,830,1045,1100,DL,467,,195,210,,-15,0,LGA,DFW,1389,,,0,,0,,,,,
1988,12,3,6,1205,1205,1436,1436,DL,355,,151,151,,0,0,BOS,ATL,946,,,0,,0,,,,,
1988,5,6,5,925,925,1048,1045,PI,934,,83,80,,3,0,DCA,LEX,414,,,0,,0,,,,,
1988,9,22,4,820,820,952,950,NW,1144,,92,90,,2,0,DTW,HPN,505,,,0,,0,,,,,
1988,6,17,5,1219,1220,2011,2010,UA,186,,292,290,,1,-1,HNL,SFO,2398,,,0,,0,,,,,
1988,6,11,6,1017,1013,1132,1135,DL,195,,75,82,,-3,4,ATL,MCO,403,,,0,,0,,,,,
1988,11,25,5,829,830,1220,1234,UA,33,,351,364,,-14,-1,SEA,HNL,2677,,,0,,0,,,,,
1988,12,24,6,1029,1029,1056,1040,DL,892,,87,71,,16,0,CVG,ORD,264,,,0,,0,,,,,
1988,12,9,5,2150,2150,3,2342,UA,453,,133,112,,21,0,ORD,TUL,585,,,0,,0,,,,,
1988,10,23,7,1025,1025,1115,1120,AS,205,,50,55,,-5,0,PDX,GEG,279,,,0,,0,,,,,
1988,10,26,3,1805,1805,1931,1920,NW,859,,146,135,,11,0,DCA,MEM,762,,,0,,0,,,,,
1988,12,1,4,1618,1620,1723,1748,US,61,,185,208,,-25,-2,MCI,LAX,1363,,,0,,0,,,,,
1988,3,21,1,703,701,823,824,TW,112,,80,83,,-1,2,CMH,LGA,478,,,0,,0,,,,,
1988,1,21,4,1500,1500,1745,1737,DL,863,,105,97,,8,0,MSP,CVG,596,,,0,,0,,,,,
1988,9,7,3,700,700,828,815,CO,901,,148,135,,13,0,SAT,DEN,794,,,0,,0,,,,,
1988,2,19,5,810,800,849,837,DL,1093,,39,37,,12,10,CHA,ATL,106,,,0,,0,,,,,
1988,1,8,5,1641,1642,1753,1737,AA,619,,72,55,,16,-1,OKC,DFW,175,,,0,,0,,,,,
1988,5,2,1,1611,1610,1753,1740,US,516,,102,90,,13,1,CLE,BOS,563,,,0,,0,,,,,
1988,11,16,3,1135,1135,1325,1316,CO,680,,110,101,,9,0,EWR,DTW,487,,,0,,0,,,,,
1988,5,3,2,1155,1155,1240,1235,AS,61,,45,40,,5,0,YAK,CDV,213,,,0,,0,,,,,
1988,10,5,3,1349,1350,1617,1624,UA,670,,88,94,,-7,-1,ORD,ROC,528,,,0,,0,,,,,
1988,6,28,2,845,845,919,945,CO,1173,,94,120,,-26,0,DEN,PHX,602,,,0,,0,,,,,
1988,10,1,6,637,630,740,729,DL,1660,,63,59,,11,7,CLT,ATL,227,,,0,,0,,,,,
1988,3,16,3,1410,1410,1901,1844,DL,426,,171,154,,17,0,SAN,DFW,1171,,,0,,0,,,,,
1988,8,22,1,907,900,1214,1205,AA,806,,127,125,,9,7,DEN,DFW,641,,,0,,0,,,,,
1988,7,19,2,600,600,715,718,DL,141,,75,78,,-3,0,TPA,ATL,406,,,0,,0,,,,,
1988,6,1,3,2158,1940,2322,2110,US,540,,84,90,,132,138,PHL,CVG,507,,,0,,0,,,,,
